wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
T,1772,1814,1870,0.9677802920341492,predicted,V6,196.0,3.544,3.74,1772,1814,1870,
P,1936,1958,1958,0.8430431485176086,predicted,V6,44.0,3.872,3.916,1936,1958,1958,
QRS,1982,2016,2038,0.9229869842529297,predicted,V6,112.0,3.964,4.076,1982,2016,2038,False
T,2074,2116,2160,0.9677059054374695,predicted,V6,172.0,4.148,4.32,2074,2116,2160,
P,2196,2240,2256,0.9370108246803284,predicted,V6,120.0,4.392,4.512,2196,2240,2256,
QRS,2292,2318,2354,0.8840829133987427,predicted,V6,124.0,4.584,4.708,2292,2318,2354,True
T,2372,2416,2466,0.9620568156242371,predicted,V6,188.0,4.744,4.932,2372,2416,2466,
P,2520,2558,2558,0.8091474771499634,predicted,V6,76.0,5.04,5.116,2520,2558,2558,
QRS,2580,2610,2636,0.7591502070426941,predicted,V6,112.0,5.16,5.272,2580,2610,2636,False
T,2672,2760,2760,0.8099409937858582,predicted,V6,176.0,5.344,5.52,2672,2760,2760,
P,2804,2804,2850,0.887270987033844,predicted,V6,92.0,5.608,5.7,2804,2804,2850,
QRS,2876,2908,2948,0.8959122896194458,predicted,V6,144.0,5.752,5.896,2876,2908,2948,True
T,2970,3012,3058,0.9613924026489258,predicted,V6,176.0,5.94,6.116,2970,3012,3058,
P,3104,3122,3144,0.8667344450950623,predicted,V6,80.0,6.208,6.288,3104,3122,3144,
QRS,3176,3202,3224,0.9373682141304016,predicted,V6,96.0,6.352,6.448,3176,3202,3224,False
T,3266,3344,3344,0.9448097348213196,predicted,V6,156.0,6.532,6.688,3266,3344,3344,
P,3412,3444,3444,0.7763044238090515,predicted,V6,64.0,6.824,6.888,3412,3444,3444,
QRS,3470,3500,3520,0.9374676942825317,predicted,V6,100.0,6.94,7.04,3470,3500,3520,False
T,3558,3602,3646,0.9672959446907043,predicted,V6,176.0,7.116,7.292,3558,3602,3646,
P,3694,3722,3740,0.9414603114128113,predicted,V6,92.0,7.388,7.48,3694,3722,3740,
QRS,3774,3800,3822,0.9523109197616577,predicted,V6,96.0,7.548,7.644,3774,3800,3822,False
T,3858,3900,3950,0.9701856970787048,predicted,V6,184.0,7.716,7.9,3858,3900,3950,
P,3998,4014,4038,0.9070286750793457,predicted,V6,80.0,7.996,8.076,3998,4014,4038,
QRS,4068,4098,4118,0.9344615340232849,predicted,V6,100.0,8.136,8.236,4068,4098,4118,False
T,4162,4242,4242,0.9457888603210449,predicted,V6,160.0,8.324,8.484,4162,4242,4242,
P,4296,4296,4340,0.9408664703369141,predicted,V6,88.0,8.592,8.68,4296,4296,4340,
QRS,4374,4400,4424,0.9124656915664673,predicted,V6,100.0,8.748,8.848,4374,4400,4424,False
T,4458,4502,4546,0.9668747186660767,predicted,V6,176.0,8.916,9.092,4458,4502,4546,
P,4586,4626,4638,0.9375834465026855,predicted,V6,104.0,9.172,9.276,4586,4626,4638,
QRS,4674,4698,4732,0.9027577638626099,predicted,V6,116.0,9.348,9.464,4674,4698,4732,False
T,4752,4786,4846,0.8990791440010071,predicted,V6,188.0,9.504,9.692,4752,4786,4846,
P,4922,4940,4940,0.7274680733680725,predicted,V6,36.0,9.844,9.88,4922,4940,4940,
QRS,4968,4998,5020,0.9231810569763184,predicted,V6,104.0,9.936,10.04,4968,4998,5020,False
T,5058,5096,5144,0.9628133177757263,predicted,V6,172.0,10.116,10.288,5058,5096,5144,
P,5194,5222,5242,0.9488400220870972,predicted,V6,96.0,10.388,10.484,5194,5222,5242,
QRS,5276,5302,5320,0.9278854727745056,predicted,V6,88.0,10.552,10.64,5276,5302,5320,False
T,5362,5404,5452,0.9646816849708557,predicted,V6,180.0,10.724,10.904,5362,5404,5452,
P,5494,5518,5542,0.9447697401046753,predicted,V6,96.0,10.988,11.084,5494,5518,5542,
QRS,5572,5598,5620,0.9453372955322266,predicted,V6,96.0,11.144,11.24,5572,5598,5620,False
T,5660,5744,5744,0.9654194116592407,predicted,V6,168.0,11.32,11.488,5660,5744,5744,
P,5802,5802,5840,0.8998774290084839,predicted,V6,76.0,11.604,11.68,5802,5802,5840,
QRS,5872,5898,5918,0.9509778618812561,predicted,V6,92.0,11.744,11.836,5872,5898,5918,False
T,5956,5996,6050,0.9609624743461609,predicted,V6,188.0,11.912,12.1,5956,5996,6050,
P,6092,6134,6134,0.9126365780830383,predicted,V6,84.0,12.184,12.268,6092,6134,6134,
QRS,6166,6196,6216,0.9397306442260742,predicted,V6,100.0,12.332,12.432,6166,6196,6216,False
T,6254,6296,6344,0.9609754681587219,predicted,V6,180.0,12.508,12.688,6254,6296,6344,
P,6386,6416,6434,0.9503573775291443,predicted,V6,96.0,12.772,12.868,6386,6416,6434,
QRS,6468,6496,6516,0.9620258212089539,predicted,V6,96.0,12.936,13.032,6468,6496,6516,False
T,6554,6592,6640,0.9646701812744141,predicted,V6,172.0,13.108,13.28,6554,6592,6640,
P,6704,6740,6740,0.9051761627197266,predicted,V6,72.0,13.408,13.48,6704,6740,6740,
QRS,6770,6798,6820,0.9471176862716675,predicted,V6,100.0,13.54,13.64,6770,6798,6820,False
T,6860,6900,6944,0.956602931022644,predicted,V6,168.0,13.72,13.888,6860,6900,6944,
P,6994,7022,7040,0.9444537162780762,predicted,V6,92.0,13.988,14.08,6994,7022,7040,
QRS,7076,7100,7136,0.9056593775749207,predicted,V6,120.0,14.152,14.272,7076,7100,7136,True
T,7166,7200,7256,0.9233772158622742,predicted,V6,180.0,14.332,14.512,7166,7200,7256,
P,7290,7290,7346,0.9034594893455505,predicted,V6,112.0,14.58,14.692,7290,7290,7346,
QRS,7368,7398,7438,0.8808801770210266,predicted,V6,140.0,14.736,14.876,7368,7398,7438,True
